Checked,helix,beta,c,unkown,error,Protein FDR Confidence,Master,Accession,Description,Exp. q-value,Sum PEP Score,Coverage,# Peptides,# PSMs,# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI,Modifications,Entrez Gene ID,Ensembl Gene ID,Gene ID,Chromosome,Biological Process,Cellular Component,Molecular Function,Pfam IDs,emPAI,Score Sequest HT,# Peptides Sequest HT
False,,,,,,High,Master Protein,P62136,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit OS=Homo sapiens GN=PPP1CA PE=1 SV=1,0.0,9.44290428958793,19.0909090909091,4,5,4,1,330,37.488,6.33,,5499,ENSG00000172531.14,PPP1CA,11,cell division;metabolic process;regulation of biological process;response to stimulus,cytoplasm;cytosol;membrane;nucleus,catalytic activity;metal ion binding;protein binding,Pf00149,0.778,9.81758320331573,4
False,,,,,,High,Master Protein,P48059,LIM and senescent cell antigen-like-containing domain protein 1 OS=Homo sapiens GN=LIMS1 PE=1 SV=4,0.0,9.40244644198683,20.6153846153846,3,4,3,1,325,37.226,8.05,,3987,ENSG00000169756.16,LIMS1,2,cell organization and biogenesis;regulation of biological process;response to stimulus,cytosol;membrane,metal ion binding;protein binding,Pf00412,0.52,9.62277460098267,3
False,,,,,,High,Master Protein,P62266,40S ribosomal protein S23 OS=Homo sapiens GN=RPS23 PE=1 SV=3,0.0,9.32585019674897,32.8671328671329,3,4,3,1,143,15.798,10.49,,6228,ENSG00000186468.12,RPS23,5,cell organization and biogenesis;metabolic process;transport,cytosol;membrane;ribosome,protein binding;RNA binding;structural molecule activity,Pf00164,2.162,10.9144229888916,3
False,,,,,,High,Master Protein,Q9Y285,Phenylalanine--tRNA ligase alpha subunit OS=Homo sapiens GN=FARSA PE=1 SV=3,0.0,9.32496168856621,2.75590551181102,1,2,1,1,508,57.528,7.8,,2193,ENSG00000179115.10,FARSA,19,cell organization and biogenesis;metabolic process;regulation of biological process,cytoplasm;cytosol;membrane,catalytic activity;nucleotide binding;protein binding;RNA binding,"Pf00152, Pf01409, Pf08279, Pf12802, Pf13463",0.172,6.9370448589325,1
False,,,,,,High,Master Protein,Q9H299,SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens GN=SH3BGRL3 PE=1 SV=1,0.0,9.30995723348265,55.9139784946236,2,3,2,1,93,10.431,4.93,,83442,ENSG00000142669.14,SH3BGRL3,1,cellular homeostasis;metabolic process;regulation of biological process,cytoplasm;nucleus,catalytic activity,"Pf00462, Pf04908",2.981,6.66772270202637,2
False,,,,,,High,Master Protein,P22102,Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens GN=GART PE=1 SV=1,0.0,9.28101363335482,4.25742574257426,2,2,2,1,1010,107.699,6.7,,2618,ENSG00000159131.16,GART,21,metabolic process;response to stimulus,cytoplasm;cytosol,catalytic activity;metal ion binding;nucleotide binding,"Pf00551, Pf00586, Pf01071, Pf02222, Pf02655, Pf02769, Pf02843, Pf02844, Pf03435, Pf07478, Pf08442, Pf08443, Pf13535, Pf15632",0.08,8.26852512359619,2
False,,,,,,High,Master Protein,P16070,CD44 antigen OS=Homo sapiens GN=CD44 PE=1 SV=3,0.0,9.25555762189256,7.00808625336927,3,3,3,1,742,81.487,5.33,,960,ENSG00000026508.17,CD44,11,cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process;response to stimulus;transport,cell surface;cytosol;Golgi;membrane,protein binding;receptor activity;signal transducer activity,Pf00193,0.225,8.38414406776428,3
False,,,,,,High,Master Protein,P36871,Phosphoglucomutase-1 OS=Homo sapiens GN=PGM1 PE=1 SV=3,0.0,9.24303483491902,12.8113879003559,2,2,2,1,562,61.411,6.76,,5236,ENSG00000079739.15,PGM1,1,metabolic process;transport,cytoplasm;cytoskeleton;cytosol;extracellular,catalytic activity;metal ion binding;protein binding,"Pf00408, Pf02878, Pf02879, Pf02880",0.129,8.0245463848114,2
False,,,,,,High,Master Protein,P61163,Alpha-centractin OS=Homo sapiens GN=ACTR1A PE=1 SV=1,0.0,9.1914311513419,12.2340425531915,3,4,3,1,376,42.587,6.64,,10121,ENSG00000138107.12,ACTR1A,10,regulation of biological process;transport,cytoplasm;cytoskeleton;cytosol,nucleotide binding;protein binding,Pf00022,0.492,9.20876312255859,3
False,,,,,,High,Master Protein,P48444,Coatomer subunit delta OS=Homo sapiens GN=ARCN1 PE=1 SV=1,0.0,9.0828741878393,19.1780821917808,5,5,5,1,511,57.174,6.21,,372,ENSG00000095139.13,ARCN1,11,response to stimulus;transport,cytoplasm;cytosol;endoplasmic reticulum;Golgi;membrane,RNA binding,Pf00928,0.359,11.0532963275909,5
False,,,,,,High,Master Protein,Q9UMS4,Pre-mRNA-processing factor 19 OS=Homo sapiens GN=PRPF19 PE=1 SV=1,0.0,9.05625650460733,10.9126984126984,3,3,3,1,504,55.146,6.61,,27339,ENSG00000110107.8,PRPF19,11,cell organization and biogenesis;cell proliferation;metabolic process;regulation of biological process;response to stimulus,cytoplasm;cytoskeleton;membrane;nucleus;spliceosomal complex,catalytic activity;metal ion binding;protein binding,"Pf00400, Pf04564, Pf08606, Pf11789",0.222,7.97934985160828,3
False,,,,,,High,Master Protein,P62847,40S ribosomal protein S24 OS=Homo sapiens GN=RPS24 PE=1 SV=1,0.0,9.03655920549776,20.3007518796992,3,3,3,1,133,15.413,10.78,,6229,ENSG00000138326.18,RPS24,10,cell organization and biogenesis;metabolic process;transport,cytosol;membrane;nucleus;ribosome,protein binding;RNA binding;structural molecule activity,Pf01282,1.683,8.34044814109802,3
False,,,,,,High,Master Protein,O43396,Thioredoxin-like protein 1 OS=Homo sapiens GN=TXNL1 PE=1 SV=3,0.0,9.01867449209229,20.4152249134948,3,3,3,1,289,32.231,4.96,,9352,ENSG00000091164.12,TXNL1,18,cellular homeostasis;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;nucleus;proteasome,antioxidant activity;catalytic activity,"Pf00085, Pf06201, Pf13098",0.54,9.01656031608582,3
False,,,,,,High,Master Protein,P02533,"Keratin, type I cytoskeletal 14 OS=Homo sapiens GN=KRT14 PE=1 SV=4",0.0,9.00289490580139,7.20338983050847,2,2,1,1,472,51.529,5.16,,3861,ENSG00000186847.5,KRT14,17,cell death;cell differentiation;cell organization and biogenesis;response to stimulus,cytoplasm;cytosol;nucleus,protein binding;structural molecule activity,"Pf00038, Pf13514",0.141,6.10608887672424,2
False,,,,,,High,Master Protein,P62328,Thymosin beta-4 OS=Homo sapiens GN=TMSB4X PE=1 SV=2,0.0,8.99541063280875,54.5454545454545,3,4,3,1,44,5.05,5.06,,7114,ENSG00000205542.10,TMSB4X,X,cell differentiation;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;cytoskeleton;cytosol;extracellular;membrane;nucleus;organelle lumen,catalytic activity;metal ion binding;nucleotide binding;protein binding;RNA binding;structural molecule activity,Pf01290,9.0,12.7382526397705,3
False,,,,,,High,Master Protein,P21980,Protein-glutamine gamma-glutamyltransferase 2 OS=Homo sapiens GN=TGM2 PE=1 SV=2,0.0,8.97787454913392,11.0625909752547,4,4,4,1,687,77.28,5.22,,7052,ENSG00000198959.11,TGM2,20,cell organization and biogenesis;cellular homeostasis;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;endoplasmic reticulum;membrane;mitochondrion,catalytic activity;metal ion binding;nucleotide binding;protein binding,"Pf00868, Pf00927, Pf01841",0.259,12.039498090744,4
False,,,,,,High,Master Protein,Q15436,Protein transport protein Sec23A OS=Homo sapiens GN=SEC23A PE=1 SV=2,0.0,8.84357163609229,12.156862745098,4,4,4,1,765,86.105,7.08,,10484,ENSG00000100934.14,SEC23A,14,cell organization and biogenesis;transport,cytoplasm;cytosol;endoplasmic reticulum;membrane,metal ion binding;protein binding,"Pf00626, Pf04810, Pf04811, Pf04815, Pf08033",0.179,12.0929009914398,4
False,,,,,,High,Master Protein,P40616,ADP-ribosylation factor-like protein 1 OS=Homo sapiens GN=ARL1 PE=1 SV=1,0.0,8.80860474313554,11.6022099447514,2,2,2,1,181,20.404,5.72,,400,ENSG00000120805.13,ARL1,12,cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;Golgi;membrane,catalytic activity;enzyme regulator activity;metal ion binding;nucleotide binding;protein binding;signal transducer activity,"Pf00025, Pf00071, Pf00503, Pf01926, Pf04670, Pf08477, Pf09439",0.585,8.36932325363159,2
False,,,,,,High,Master Protein,P09874,Poly [ADP-ribose] polymerase 1 OS=Homo sapiens GN=PARP1 PE=1 SV=4,0.0,8.78097957942195,3.35305719921105,2,3,2,1,1014,113.012,8.88,,142,ENSG00000143799.12,PARP1,1,cell death;cell differentiation;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus,membrane;mitochondrion;nucleus,catalytic activity;DNA binding;metal ion binding;nucleotide binding;protein binding;RNA binding,"Pf00533, Pf00644, Pf00645, Pf02877, Pf05406, Pf08063",0.116,7.95237851142883,2
False,,,,,,High,Master Protein,Q92499,ATP-dependent RNA helicase DDX1 OS=Homo sapiens GN=DDX1 PE=1 SV=2,0.0,8.75766222256404,7.83783783783784,3,3,3,1,740,82.38,7.23,,1653,ENSG00000079785.14,DDX1,2,cell organization and biogenesis;development;metabolic process;regulation of biological process;response to stimulus,cytoplasm;cytosol;membrane;nucleus,catalytic activity;DNA binding;nucleotide binding;protein binding;RNA binding,"Pf00270, Pf00271, Pf00622",0.158,8.58461058139801,3
False,,,,,,High,Master Protein,P07858,Cathepsin B OS=Homo sapiens GN=CTSB PE=1 SV=3,0.0,8.75764536676491,14.7492625368732,4,4,4,1,339,37.797,6.3,,1508,ENSG00000164733.20,CTSB,8,cell differentiation;metabolic process;regulation of biological process;response to stimulus;transport,extracellular;mitochondrion;organelle lumen;vacuole,catalytic activity;protein binding,"Pf00112, Pf08127",0.668,10.7597430944443,4
False,,,,,,High,Master Protein,P61758,Prefoldin subunit 3 OS=Homo sapiens GN=VBP1 PE=1 SV=3,0.0,8.72630676581363,23.8578680203046,3,3,3,1,197,22.643,7.11,,7411,,VBP1,X,cell organization and biogenesis;metabolic process,cytoplasm;cytosol;nucleus,protein binding,Pf02996,0.585,6.97116017341614,3
False,,,,,,High,Master Protein,P14314,Glucosidase 2 subunit beta OS=Homo sapiens GN=PRKCSH PE=1 SV=2,0.0,8.70255079056958,11.9318181818182,3,3,3,1,528,59.388,4.41,,5589,ENSG00000130175.9,PRKCSH,19,metabolic process;regulation of biological process;response to stimulus,endoplasmic reticulum;organelle lumen,metal ion binding;protein binding,"Pf07915, Pf12999, Pf13015",0.369,5.42507863044739,3
False,,,,,,High,Master Protein,P00387,NADH-cytochrome b5 reductase 3 OS=Homo sapiens GN=CYB5R3 PE=1 SV=3,0.0,8.69289628618954,28.2392026578073,3,3,3,1,301,34.213,7.59,,1727,ENSG00000100243.20,CYB5R3,22,metabolic process;transport,cytoplasm;endoplasmic reticulum;extracellular;membrane;mitochondrion;organelle lumen,catalytic activity;nucleotide binding;protein binding,"Pf00175, Pf00970, Pf08030",0.501,9.33446884155273,3
False,,,,,,High,Master Protein,O43169,Cytochrome b5 type B OS=Homo sapiens GN=CYB5B PE=1 SV=2,0.0,8.63208057018103,32.1917808219178,2,2,2,1,146,16.322,4.97,,80777,ENSG00000103018.16,CYB5B,16,metabolic process;transport,membrane;mitochondrion,metal ion binding;protein binding,Pf00173,0.668,7.98214387893677,2
False,,,,,,High,Master Protein,Q1KMD3,Heterogeneous nuclear ribonucleoprotein U-like protein 2 OS=Homo sapiens GN=HNRNPUL2 PE=1 SV=1,0.0,8.62214599507678,11.3788487282463,4,4,4,1,747,85.052,4.91,,221092,ENSG00000214753.2,HNRNPUL2,11,,membrane;nucleus,protein binding;RNA binding,"Pf00622, Pf02037, Pf08433, Pf13671",0.179,11.914489030838,4
False,,,,,,High,Master Protein,P55327,Tumor protein D52 OS=Homo sapiens GN=TPD52 PE=1 SV=2,0.0,8.59431320307609,11.6071428571429,2,2,2,1,224,24.312,4.83,,7163,ENSG00000076554.15,TPD52,8,cell differentiation;transport,cytoplasm;endoplasmic reticulum,metal ion binding;protein binding,Pf04201,0.52,7.16571187973022,2
False,,,,,,High,Master Protein,Q15637,Splicing factor 1 OS=Homo sapiens GN=SF1 PE=1 SV=4,0.0,8.53881194625126,9.07668231611894,3,3,3,1,639,68.286,8.98,,7536,ENSG00000168066.20,SF1,11,cell differentiation;cell organization and biogenesis;metabolic process;regulation of biological process,nucleus;ribosome;spliceosomal complex,metal ion binding;protein binding;RNA binding,"Pf00013, Pf00098, Pf13014",0.54,9.48966526985168,3
False,,,,,,High,Master Protein,P08243,Asparagine synthetase [glutamine-hydrolyzing] OS=Homo sapiens GN=ASNS PE=1 SV=4,0.0,8.51260010497016,8.9126559714795,3,3,3,1,561,64.329,6.86,,440,ENSG00000070669.16,ASNS,7,cell communication;metabolic process;regulation of biological process;response to stimulus,cytosol,catalytic activity;nucleotide binding;protein binding,"Pf00310, Pf00733, Pf12481, Pf13522, Pf13537",0.205,9.11704635620117,3
False,,,,,,High,Master Protein,P51149,Ras-related protein Rab-7a OS=Homo sapiens GN=RAB7A PE=1 SV=1,0.0,8.49727056334433,20.7729468599034,3,3,3,1,207,23.475,6.7,,7879,ENSG00000075785.12,RAB7A,3,cell organization and biogenesis;cellular homeostasis;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;endosome;Golgi;membrane;vacuole,catalytic activity;nucleotide binding;protein binding,"Pf00025, Pf00071, Pf01926, Pf04670, Pf07728, Pf08477",0.501,9.41328811645508,3
False,,,,,,High,Master Protein,P26885,Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Homo sapiens GN=FKBP2 PE=1 SV=2,0.0,8.4806793698829,44.3661971830986,3,3,3,1,142,15.639,9.13,,2286,ENSG00000173486.12,FKBP2,11,metabolic process,endoplasmic reticulum;membrane,catalytic activity;protein binding,Pf00254,1.371,9.18281984329224,3
False,,,,,,High,Master Protein,P62244,40S ribosomal protein S15a OS=Homo sapiens GN=RPS15A PE=1 SV=2,0.0,8.4571626050951,30.0,3,3,3,1,130,14.83,10.13,,6210,ENSG00000134419.15,RPS15A,16,cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;membrane;mitochondrion;ribosome,protein binding;RNA binding;structural molecule activity,Pf00410,0.874,8.59765076637268,3
False,,,,,,High,Master Protein,O15511,Actin-related protein 2/3 complex subunit 5 OS=Homo sapiens GN=ARPC5 PE=1 SV=3,0.0,8.3742904946078,31.1258278145695,3,3,3,1,151,16.31,5.67,,10092,ENSG00000162704.15,ARPC5,1,cell organization and biogenesis;cellular component movement;regulation of biological process;response to stimulus;transport,cytoplasm;cytoskeleton;cytosol;endosome;extracellular;organelle lumen,protein binding;structural molecule activity,Pf04699,0.778,6.48442554473877,3
False,,,,,,High,Master Protein,P06756,Integrin alpha-V OS=Homo sapiens GN=ITGAV PE=1 SV=2,0.0,8.35646271814575,8.3969465648855,4,4,4,1,1048,115.964,5.68,,3685,ENSG00000138448.11,ITGAV,2,cell differentiation;cell growth;cell organization and biogenesis;cellular component movement;cellular homeostasis;metabolic process;regulation of biological process;response to stimulus;transport,cell surface;cytosol;membrane,metal ion binding;protein binding;receptor activity;signal transducer activity;transporter activity,"Pf01839, Pf08441, Pf13517",0.145,11.5123777389526,4
False,,,,,,High,Master Protein,Q03252,Lamin-B2 OS=Homo sapiens GN=LMNB2 PE=1 SV=4,0.0,8.328812844506,10.4838709677419,4,4,4,1,620,69.906,5.59,,84823,ENSG00000176619.12,LMNB2,19,,membrane;nucleus,catalytic activity;motor activity;protein binding;structural molecule activity,"Pf00038, Pf00932, Pf01576, Pf12128",0.179,10.9981958866119,4
False,,,,,,High,Master Protein,P17858,"ATP-dependent 6-phosphofructokinase, liver type OS=Homo sapiens GN=PFKL PE=1 SV=6",0.0,8.32677675767675,6.92307692307692,3,3,2,1,780,84.964,7.5,,5211,ENSG00000141959.16,PFKL,21,cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;extracellular;membrane;organelle lumen,catalytic activity;metal ion binding;nucleotide binding;protein binding,Pf00365,0.166,10.7924649715424,3
False,,,,,,High,Master Protein,P32455,Guanylate-binding protein 1 OS=Homo sapiens GN=GBP1 PE=1 SV=2,0.0,8.2893520653483,9.96621621621622,3,3,3,1,592,67.888,6.32,,2633,ENSG00000117228.9,GBP1,1,cell organization and biogenesis;defense response;regulation of biological process;response to stimulus,cytoplasm;cytosol;extracellular;Golgi;membrane,catalytic activity;nucleotide binding;protein binding,"Pf02263, Pf02841, Pf05879",0.233,9.90759944915771,3
False,,,,,,High,Master Protein,P55769,NHP2-like protein 1 OS=Homo sapiens GN=SNU13 PE=1 SV=3,0.0,8.28252853453484,26.5625,3,3,3,1,128,14.165,8.46,,4809,ENSG00000100138.13,NHP2L1; SNU13,22,cell organization and biogenesis;metabolic process,nucleus;spliceosomal complex,protein binding;RNA binding,Pf01248,1.154,5.95215034484863,3
False,,,,,,High,Master Protein,P46778,60S ribosomal protein L21 OS=Homo sapiens GN=RPL21 PE=1 SV=2,0.0,8.28163276278851,38.75,4,4,4,1,160,18.553,10.49,,6144,ENSG00000122026.10,RPL21,13,cell organization and biogenesis;metabolic process;transport,cytosol;membrane;ribosome,protein binding;RNA binding;structural molecule activity,Pf01157,1.783,13.4313080310822,4
False,,,,,,High,Master Protein,Q9NVA2,Septin-11 OS=Homo sapiens GN=SEPT11 PE=1 SV=3,0.0,8.28116451889061,9.55710955710956,2,3,2,1,429,49.367,6.81,,55752,ENSG00000138758.11,SEPT11,4,cell division;cell organization and biogenesis,cytoplasm;cytoskeleton,nucleotide binding;protein binding,Pf00735,0.318,11.2101142406464,2
False,,,,,,High,Master Protein,Q96C19,EF-hand domain-containing protein D2 OS=Homo sapiens GN=EFHD2 PE=1 SV=1,0.0,8.25481306556681,12.5,3,3,3,1,240,26.68,5.2,,79180,ENSG00000142634.12,EFHD2,1,,membrane,metal ion binding;protein binding,,0.311,7.31571519374847,3
False,,,,,,High,Master Protein,O75494,Serine/arginine-rich splicing factor 10 OS=Homo sapiens GN=SRSF10 PE=1 SV=1,0.0,8.23629887192013,13.3587786259542,2,3,2,1,262,31.282,11.27,,10772,ENSG00000188529.14,SRSF10; LOC100996657,1,cell organization and biogenesis;metabolic process;regulation of biological process;transport,cytoplasm;cytosol;nucleus,protein binding;RNA binding,"Pf00076, Pf13893, Pf14259",0.638,5.47088313102722,2
False,,,,,,High,Master Protein,P08779,"Keratin, type I cytoskeletal 16 OS=Homo sapiens GN=KRT16 PE=1 SV=4",0.0,8.1982454427589,10.9936575052854,3,3,2,1,473,51.236,5.05,,3868,ENSG00000186832.8,KRT16,17,cell death;cell differentiation;cell organization and biogenesis;cell proliferation;cellular component movement;defense response;regulation of biological process;response to stimulus,cytoskeleton;cytosol;nucleus,protein binding;structural molecule activity,"Pf00038, Pf07888, Pf13514",0.218,7.63475251197815,3
False,,,,,,High,Master Protein,Q15056,Eukaryotic translation initiation factor 4H OS=Homo sapiens GN=EIF4H PE=1 SV=5,0.0,8.12996030993258,28.2258064516129,3,4,3,1,248,27.368,7.23,,7458,ENSG00000106682.14,EIF4H,7,cell organization and biogenesis;metabolic process;regulation of biological process;reproduction,cytoplasm;cytosol;membrane,catalytic activity;protein binding;RNA binding,"Pf00076, Pf13893, Pf14259",0.389,5.6541154384613,3
False,,,,,,High,Master Protein,P11717,Cation-independent mannose-6-phosphate receptor OS=Homo sapiens GN=IGF2R PE=1 SV=3,0.0,8.10080802118455,3.2517061421116,3,3,3,1,2491,274.199,5.94,,3482,ENSG00000197081.12,IGF2R,6,cell organization and biogenesis;regulation of biological process;response to stimulus;transport,cell surface;cytoplasm;endosome;Golgi;membrane;nucleus;vacuole,catalytic activity;protein binding;receptor activity;signal transducer activity;transporter activity,"Pf00040, Pf00878, Pf02157, Pf09451",0.049,10.2961413860321,3
False,,,,,,High,Master Protein,P60033,CD81 antigen OS=Homo sapiens GN=CD81 PE=1 SV=1,0.0,8.01650758459905,16.5254237288136,2,2,2,1,236,25.792,5.29,,975,ENSG00000110651.11,CD81,11,cell proliferation;metabolic process;regulation of biological process;response to stimulus;transport,membrane,protein binding;receptor activity,Pf00335,0.778,4.86065483093262,2
False,,,,,,High,Master Protein,Q13151,Heterogeneous nuclear ribonucleoprotein A0 OS=Homo sapiens GN=HNRNPA0 PE=1 SV=1,0.0,8.01024597974547,21.3114754098361,4,4,3,1,305,30.822,9.29,,10949,ENSG00000177733.6,HNRNPA0,5,defense response;metabolic process;regulation of biological process;response to stimulus,nucleus,protein binding;RNA binding,"Pf00076, Pf13893, Pf14259",0.848,11.4886734485626,4
False,,,,,,High,Master Protein,Q99733,Nucleosome assembly protein 1-like 4 OS=Homo sapiens GN=NAP1L4 PE=1 SV=1,0.0,7.96224589051254,22.4,5,5,4,1,375,42.797,4.69,,4676,ENSG00000273562.4; ENSG00000205531.12,NAP1L4,11; CHR_HSCHR11_1_CTG7,cell organization and biogenesis,cytoplasm;nucleus,protein binding;RNA binding,Pf00956,0.778,13.3845338821411,5
False,,,,,,High,Master Protein,Q6DD88,Atlastin-3 OS=Homo sapiens GN=ATL3 PE=1 SV=1,0.0,7.92292343465519,8.13308687615527,3,3,3,1,541,60.503,5.66,,25923,ENSG00000184743.12,ATL3,11,cell organization and biogenesis;regulation of biological process;transport,endoplasmic reticulum;membrane,catalytic activity;nucleotide binding;protein binding,Pf02263,0.259,6.69624805450439,3
False,,,,,,High,Master Protein,P62745,Rho-related GTP-binding protein RhoB OS=Homo sapiens GN=RHOB PE=1 SV=1,0.0,7.91865985415265,28.5714285714286,3,3,1,1,196,22.109,5.24,,388,ENSG00000143878.9,RHOB,2,cell death;cell differentiation;development;regulation of biological process;response to stimulus;transport,cytosol;endosome;membrane;nucleus,catalytic activity;nucleotide binding;protein binding,"Pf00025, Pf00071, Pf08477",0.874,9.15294456481934,3
False,,,,,,High,Master Protein,P38159,"RNA-binding motif protein, X chromosome OS=Homo sapiens GN=RBMX PE=1 SV=3",0.0,7.902545827237,11.5089514066496,3,3,3,1,391,42.306,10.05,,27316,ENSG00000147274.14,RBMX,X,cell differentiation;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus,membrane;nucleus;spliceosomal complex,DNA binding;protein binding;RNA binding,"Pf00076, Pf08081, Pf13893, Pf14259",0.233,5.71105456352234,3
False,,,,,,High,Master Protein,Q9Y6E2,Basic leucine zipper and W2 domain-containing protein 2 OS=Homo sapiens GN=BZW2 PE=1 SV=1,0.0,7.87721496119168,13.6038186157518,3,3,3,1,419,48.132,6.68,,28969,ENSG00000136261.14,BZW2,7,cell differentiation;development,cytoplasm;membrane,protein binding,Pf02020,0.25,8.79469037055969,3
False,,,,,,High,Master Protein,Q15942,Zyxin OS=Homo sapiens GN=ZYX PE=1 SV=1,0.0,7.86513836883252,13.2867132867133,4,4,4,1,572,61.238,6.67,,7791,ENSG00000159840.15,ZYX,7,cell communication;cell organization and biogenesis;regulation of biological process;response to stimulus,cytoplasm;cytoskeleton;cytosol;membrane;nucleus,metal ion binding;protein binding;RNA binding,Pf00412,0.35,11.9350709915161,4
False,,,,,,High,Master Protein,P62316,Small nuclear ribonucleoprotein Sm D2 OS=Homo sapiens GN=SNRPD2 PE=1 SV=1,0.0,7.86154040225098,54.2372881355932,5,5,5,1,118,13.518,9.91,,6633,ENSG00000125743.10,SNRPD2,19,cell organization and biogenesis;metabolic process;transport,cytoplasm;cytosol;nucleus;spliceosomal complex,protein binding;RNA binding,Pf01423,2.594,12.3087756633759,5
False,,,,,,High,Master Protein,P26368,Splicing factor U2AF 65 kDa subunit OS=Homo sapiens GN=U2AF2 PE=1 SV=4,0.0,7.86046234035683,12.6315789473684,3,3,3,1,475,53.467,9.09,,11338,ENSG00000063244.12,U2AF2,19,metabolic process;regulation of biological process;transport,nucleus;spliceosomal complex,protein binding;RNA binding,"Pf00076, Pf13893, Pf14259",0.389,9.62881875038147,3
False,,,,,,High,Master Protein,Q9UBT2,SUMO-activating enzyme subunit 2 OS=Homo sapiens GN=UBA2 PE=1 SV=2,0.0,7.81923515784333,12.1875,3,4,3,1,640,71.179,5.29,,10054,ENSG00000126261.12,UBA2,19,metabolic process;regulation of biological process,cytoplasm;nucleus,catalytic activity;enzyme regulator activity;metal ion binding;nucleotide binding;protein binding,"Pf00899, Pf02134, Pf10585, Pf14732",0.292,11.8850395679474,3
False,,,,,,High,Master Protein,O75821,Eukaryotic translation initiation factor 3 subunit G OS=Homo sapiens GN=EIF3G PE=1 SV=2,0.0,7.80203779912792,22.1875,4,4,4,1,320,35.589,6.13,,8666,ENSG00000130811.11,EIF3G,19,metabolic process,cytoplasm;cytosol;nucleus,protein binding;RNA binding,"Pf00076, Pf12353, Pf13893, Pf14259",0.585,9.84063839912415,4
False,,,,,,High,Master Protein,O43776,"Asparagine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=NARS PE=1 SV=1",0.0,7.79758048019876,10.4014598540146,3,3,3,1,548,62.903,6.25,,4677,ENSG00000134440.11,NARS,18,metabolic process,cytoplasm;cytosol;mitochondrion,catalytic activity;nucleotide binding,"Pf00152, Pf01336",0.241,8.17688584327698,3
False,,,,,,High,Master Protein,P55010,Eukaryotic translation initiation factor 5 OS=Homo sapiens GN=EIF5 PE=1 SV=2,0.0,7.7716254349036,14.385150812065,4,4,4,1,431,49.192,5.58,,1983,ENSG00000100664.10,EIF5,14,cell organization and biogenesis;metabolic process;regulation of biological process,cytoplasm;cytosol;membrane;nucleus,catalytic activity;nucleotide binding;protein binding;RNA binding,"Pf01873, Pf02020",0.407,10.1377556324005,4
False,,,,,,High,Master Protein,P68400,Casein kinase II subunit alpha OS=Homo sapiens GN=CSNK2A1 PE=1 SV=1,0.0,7.71736232620125,11.5089514066496,3,3,3,1,391,45.115,7.74,,1457,ENSG00000101266.17,CSNK2A1,20,cell communication;cell death;metabolic process;regulation of biological process;response to stimulus,chromosome;cytoplasm;cytosol;membrane;nucleus,catalytic activity;enzyme regulator activity;nucleotide binding;protein binding,"Pf00069, Pf01636, Pf07714",0.389,9.39652323722839,3
False,,,,,,High,Master Protein,P49257,Protein ERGIC-53 OS=Homo sapiens GN=LMAN1 PE=1 SV=2,0.0,7.69146548229378,14.9019607843137,3,3,3,1,510,57.513,6.77,,3998,ENSG00000074695.5,LMAN1,18,cell organization and biogenesis;coagulation;metabolic process;regulation of biological process;transport,endoplasmic reticulum;Golgi;membrane,metal ion binding;protein binding,Pf03388,0.269,5.36164164543152,3
False,,,,,,High,Master Protein,Q9H444,Charged multivesicular body protein 4b OS=Homo sapiens GN=CHMP4B PE=1 SV=1,0.0,7.66756982205813,9.375,2,2,2,1,224,24.935,4.82,,128866,ENSG00000101421.3,CHMP4B,20,cell communication;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;endosome;membrane;nucleus,protein binding,Pf03357,0.389,6.08024048805237,2
False,,,,,,High,Master Protein,Q96CW1,AP-2 complex subunit mu OS=Homo sapiens GN=AP2M1 PE=1 SV=2,0.0,7.65282482385349,14.0229885057471,4,4,4,1,435,49.623,9.54,,1173,ENSG00000161203.13,AP2M1,3,cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process;response to stimulus;transport,cytosol;membrane,protein binding;transporter activity,Pf00928,0.374,9.42923355102539,4
